threshold,tn,fp,fn,tp,predicted_home,predicted_admitted,acc,precision,recall,specificity,f1,balanced_acc,pr_auc
0.3,938,310,182,570,1120,880,,0.647727,0.757979,0.751603,0.698529,0.754791,0.727552
0.325,982,266,205,547,1187,813,,0.672817,0.727394,0.786859,0.699042,0.757126,0.727552
0.36,1021,227,229,523,1250,750,,0.697333,0.695479,0.818109,0.696405,0.756794,0.727552
0.4,1055,193,258,494,1313,687,,0.719068,0.656915,0.845353,0.686588,0.751134,0.727552
0.5,1248,0,752,0,2000,0,,0.0,0.0,1.0,0.0,0.5,0.727552
0.6,1248,0,752,0,2000,0,,0.0,0.0,1.0,0.0,0.5,0.727552
0.7,1248,0,752,0,2000,0,,0.0,0.0,1.0,0.0,0.5,0.727552
