epoch,train_loss,val_acc,val_balanced_acc,val_f1,val_fn,val_fp,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,val_specificity,val_threshold,val_tn,val_tp
30,0.6676576137542725,0.5773333333333334,0.5820228464079023,0.3892100192678228,140,494,0.6645933389663696,0.3238321970430874,0.29022988505747127,0.5906432748538012,0.636588592956196,0.5734024179620034,0.5,664,202
31,0.6678280830383301,0.5826666666666667,0.5844468684665031,0.39105058365758755,141,485,0.6638581156730652,0.3256529126792092,0.29300291545189505,0.5877192982456141,0.6384192346150349,0.581174438687392,0.5,673,201
32,0.6662447452545166,0.5833333333333334,0.5848786473956913,0.3914313534566699,141,484,0.6631777882575989,0.32675172881203784,0.2934306569343066,0.5877192982456141,0.6397751719540647,0.5820379965457686,0.5,674,201
33,0.6682916283607483,0.5846666666666667,0.5867724146289731,0.39337877312560854,140,483,0.6625471711158752,0.3281488595709209,0.2948905109489051,0.5906432748538012,0.6411285842701169,0.582901554404145,0.5,675,202
34,0.6650630831718445,0.584,0.5873708450746902,0.3941747572815535,139,485,0.661963164806366,0.3300678358439017,0.29505813953488375,0.5935672514619883,0.6424718964942582,0.581174438687392,0.5,673,203
35,0.6673021912574768,0.5826666666666667,0.5885677059661243,0.39575289575289574,137,489,0.6614347100257874,0.3312065262013832,0.2953890489913545,0.5994152046783626,0.6435702814895615,0.5777202072538861,0.5,669,205
36,0.6668996810913086,0.58,0.5919916371238978,0.4,132,498,0.660971462726593,0.3319560687496507,0.2966101694915254,0.6140350877192983,0.6447242169903746,0.5699481865284974,0.5,660,210
37,0.6655805706977844,0.5766666666666667,0.5908629518528619,0.3992431409649953,131,504,0.6605748534202576,0.33274400522454617,0.2951048951048951,0.6169590643274854,0.6455852498257734,0.5647668393782384,0.5,654,211
38,0.664481520652771,0.576,0.5924915916734843,0.4011299435028249,129,507,0.660211980342865,0.33357749006355675,0.29583333333333334,0.6228070175438597,0.6463983072245958,0.5621761658031088,0.5,651,213
39,0.6633859276771545,0.574,0.5911962548859195,0.4,129,510,0.659856379032135,0.3341246420139263,0.2946058091286307,0.6228070175438597,0.6469891626013795,0.5595854922279793,0.5,648,213
40,0.6629557609558105,0.5786666666666667,0.5973093355149532,0.4060150375939849,126,506,0.6594916582107544,0.33530904864106603,0.29916897506925205,0.631578947368421,0.6476835439202496,0.5630397236614854,0.5,652,216
41,0.6643759608268738,0.5813333333333334,0.5990364512317061,0.4075471698113207,126,502,0.6591485142707825,0.33554868265939586,0.3008356545961003,0.631578947368421,0.648236523952368,0.5664939550949913,0.5,656,216
42,0.6644905209541321,0.5806666666666667,0.598604672302518,0.4071630537229029,126,503,0.6588361263275146,0.3360487263093341,0.3004172461752434,0.631578947368421,0.6486228524679575,0.5656303972366149,0.5,655,216
43,0.6633901596069336,0.5833333333333334,0.5993015786443656,0.4075829383886256,127,498,0.6585532426834106,0.33655074155550085,0.3015427769985975,0.6286549707602339,0.6491404821783877,0.5699481865284974,0.5,660,215
44,0.6634940505027771,0.584,0.5987031481986487,0.4068441064638783,128,496,0.658294677734375,0.3372630852411313,0.30140845070422534,0.6257309941520468,0.6493273338787383,0.5716753022452504,0.5,662,214
45,0.6615442037582397,0.586,0.602058903736024,0.41025641025641024,126,495,0.6580528616905212,0.3374624109354606,0.3037974683544304,0.631578947368421,0.6496631619347736,0.572538860103627,0.5,663,216
46,0.663289487361908,0.5866666666666667,0.6035208920401176,0.4117647058823529,125,495,0.6578503251075745,0.33756430212372807,0.3047752808988764,0.6345029239766082,0.6497843630377036,0.572538860103627,0.5,663,217
47,0.6632176637649536,0.586,0.6030891131109293,0.4113744075829384,125,496,0.6576665043830872,0.33787077662007003,0.30434782608695654,0.6345029239766082,0.6500949408639619,0.5716753022452504,0.5,662,217
48,0.6617878675460815,0.5846666666666667,0.6032557646274581,0.4117091595845137,124,499,0.6574803590774536,0.33817964209143503,0.30404463040446306,0.6374269005847953,0.6503171428860002,0.5690846286701209,0.5,659,218
49,0.6631187200546265,0.5853333333333334,0.6036875435566464,0.41209829867674863,124,498,0.6572583913803101,0.3384457926439688,0.30446927374301674,0.6374269005847953,0.650597420436526,0.5699481865284974,0.5,660,218
50,0.6625133156776428,0.5833333333333334,0.5982713692694603,0.40645773979107314,128,497,0.6570394039154053,0.3379991990050373,0.3009845288326301,0.6257309941520468,0.6508877980789625,0.5708117443868739,0.5,661,214
51,0.6628419756889343,0.5873333333333334,0.6018922522194952,0.4099142040038132,127,492,0.6568013429641724,0.33803442816795326,0.3041018387553041,0.6286549707602339,0.6511453504226888,0.5751295336787565,0.5,666,215
52,0.6617085337638855,0.5853333333333334,0.6005969154319304,0.40874524714828897,127,495,0.6565570831298828,0.3379854020159024,0.3028169014084507,0.6286549707602339,0.6515329414497671,0.572538860103627,0.5,663,215
53,0.6620388627052307,0.5853333333333334,0.5995667060570251,0.4076190476190476,128,494,0.656317949295044,0.3379445792944594,0.3022598870056497,0.6257309941520468,0.65191548243089,0.5734024179620034,0.5,664,214
54,0.6616264581680298,0.584,0.5987031481986487,0.4068441064638783,128,496,0.6561105847358704,0.3382716454314719,0.30140845070422534,0.6257309941520468,0.6524255370723874,0.5716753022452504,0.5,662,214
55,0.6624035239219666,0.5813333333333334,0.5980062418568008,0.4064272211720227,127,501,0.6559357643127441,0.33831600446615423,0.30027932960893855,0.6286549707602339,0.6526969770424911,0.5673575129533679,0.5,657,215
56,0.6609828472137451,0.5806666666666667,0.598604672302518,0.4071630537229029,126,503,0.655807614326477,0.33819101354966374,0.3004172461752434,0.631578947368421,0.652915391530063,0.5656303972366149,0.5,655,216
57,0.6615213751792908,0.58,0.5981728933733297,0.4067796610169491,126,504,0.6557062864303589,0.3382750881084898,0.3,0.631578947368421,0.6530062923572604,0.5647668393782384,0.5,654,216
58,0.6594696044921875,0.5833333333333334,0.6013619973941763,0.4098205854579793,125,500,0.6555997729301453,0.337949948936815,0.30264993026499304,0.6345029239766082,0.6531211809027463,0.5682210708117443,0.5,658,217
59,0.6617293357849121,0.5846666666666667,0.6042859740023634,0.41281809613572096,123,500,0.6555197238922119,0.33814774961275673,0.3045897079276773,0.6403508771929824,0.6532865699077861,0.5682210708117443,0.5,658,219
60,0.6610709428787231,0.5853333333333334,0.605747962306457,0.41431261770244826,122,500,0.6554542183876038,0.33831489420479144,0.3055555555555556,0.6432748538011696,0.6533774707349838,0.5682210708117443,0.5,658,220
61,0.660544753074646,0.584,0.6048844044480804,0.41353383458646614,122,502,0.6554147601127625,0.33878593684960656,0.3047091412742382,0.6432748538011696,0.6534759466311143,0.5664939550949913,0.5,656,220
62,0.6608967185020447,0.5853333333333334,0.605747962306457,0.41431261770244826,122,500,0.655399739742279,0.33905492693012373,0.3055555555555556,0.6432748538011696,0.6535845226191558,0.5682210708117443,0.5,658,220
63,0.6595545411109924,0.5846666666666667,0.6053161833772687,0.4139228598306679,122,501,0.6554102897644043,0.33904195214751975,0.30513176144244103,0.6432748538011696,0.6535693724812894,0.5673575129533679,0.5,657,220
64,0.6593015789985657,0.5853333333333334,0.6036875435566464,0.41209829867674863,124,498,0.6554149389266968,0.3392864909415657,0.30446927374301674,0.6374269005847953,0.6535188720217354,0.5699481865284974,0.5,660,218
65,0.6594891548156738,0.5866666666666667,0.6045511014150229,0.4128787878787879,124,496,0.6554194688796997,0.3392688207867631,0.30532212885154064,0.6374269005847953,0.6534380712864487,0.5716753022452504,0.5,662,218
66,0.6613290905952454,0.5873333333333334,0.6049828803442112,0.41327014218009483,124,495,0.6554301381111145,0.3395889424194758,0.30575035063113604,0.6374269005847953,0.6533446454362735,0.572538860103627,0.5,663,218
67,0.6604910492897034,0.588,0.6054146592733993,0.4136622390891841,124,494,0.6554330587387085,0.3397158191717085,0.3061797752808989,0.6374269005847953,0.6532310194022765,0.5734024179620034,0.5,664,218
68,0.6594733595848083,0.5873333333333334,0.6039526709693058,0.41215574548907885,125,494,0.6554374694824219,0.339830470712456,0.30520393811533053,0.6345029239766082,0.6531022432304133,0.5734024179620034,0.5,664,217
69,0.6609955430030823,0.586,0.6030891131109293,0.4113744075829384,125,496,0.6554504036903381,0.33973274453201197,0.30434782608695654,0.6345029239766082,0.6530138674261936,0.5716753022452504,0.5,662,217
70,0.6592230200767517,0.586,0.6030891131109293,0.4113744075829384,125,496,0.6554569602012634,0.3395765820461636,0.30434782608695654,0.6345029239766082,0.6529456918057955,0.5716753022452504,0.5,662,217
71,0.6606789231300354,0.586,0.6041193224858346,0.4124881740775781,124,497,0.6554766893386841,0.3393438818901146,0.3048951048951049,0.6374269005847953,0.6528547909785979,0.5708117443868739,0.5,661,218
72,0.658168613910675,0.586,0.6041193224858346,0.4124881740775781,124,497,0.655521810054779,0.3390888305633033,0.3048951048951049,0.6374269005847953,0.6527159147148238,0.5708117443868739,0.5,661,218
73,0.6593866944313049,0.5853333333333334,0.6047177529315517,0.4132075471698113,123,499,0.6555880308151245,0.33870519688294287,0.3050139275766017,0.6403508771929824,0.6524520498136533,0.5690846286701209,0.5,659,219
74,0.6596646904945374,0.5853333333333334,0.6047177529315517,0.4132075471698113,123,499,0.6556320786476135,0.3386589668479269,0.3050139275766017,0.6403508771929824,0.6524331121413205,0.5690846286701209,0.5,659,219
75,0.658934473991394,0.586,0.6051495318607399,0.41359773371104813,123,498,0.6556561589241028,0.3389015591977621,0.3054393305439331,0.6403508771929824,0.65245583734812,0.5699481865284974,0.5,660,219
76,0.6583014726638794,0.586,0.6051495318607399,0.41359773371104813,123,498,0.6556569933891296,0.33844690584595455,0.3054393305439331,0.6403508771929824,0.6522942358775465,0.5699481865284974,0.5,660,219
77,0.6583577990531921,0.586,0.6051495318607399,0.41359773371104813,123,498,0.6556214690208435,0.3382650407086026,0.3054393305439331,0.6403508771929824,0.6523573614519892,0.5699481865284974,0.5,660,219
78,0.6581401824951172,0.5853333333333334,0.6067781716813623,0.4154135338345865,121,501,0.6555693745613098,0.338258640584249,0.3060941828254848,0.6461988304093568,0.6523699865668778,0.5673575129533679,0.5,657,221
79,0.6583375334739685,0.586,0.6061797412356452,0.41470311027332707,122,499,0.6554988622665405,0.3383565493779622,0.30598052851182195,0.6432748538011696,0.6525366380834066,0.5690846286701209,0.5,659,220
80,0.6580886840820312,0.588,0.6085052873981154,0.4169811320754717,121,497,0.6554000973701477,0.33848860795852276,0.30779944289693595,0.6461988304093568,0.6527664151743782,0.5708117443868739,0.5,661,221
81,0.6596695780754089,0.588,0.6085052873981154,0.4169811320754717,121,497,0.6553130745887756,0.3387933027572826,0.30779944289693595,0.6461988304093568,0.6529128665070851,0.5708117443868739,0.5,661,221
82,0.6578205823898315,0.5846666666666667,0.6073766021270794,0.416119962511715,120,503,0.6552537679672241,0.3388246209046052,0.3062068965517241,0.6491228070175439,0.653036592632993,0.5656303972366149,0.5,655,222
83,0.6581478118896484,0.5833333333333334,0.6065130442687028,0.4153414405986904,120,505,0.655220627784729,0.3388818788198675,0.30536451169188444,0.6491228070175439,0.6531123433223242,0.5639032815198618,0.5,653,222
84,0.6581738591194153,0.5846666666666667,0.6063463927521741,0.4150234741784038,121,502,0.6551709771156311,0.3387091544553943,0.30567081604426005,0.6461988304093568,0.6529759920815279,0.5664939550949913,0.5,656,221
85,0.6587350368499756,0.5866666666666667,0.6066115201648334,0.41509433962264153,122,498,0.6551157832145691,0.33885906521168846,0.3064066852367688,0.6432748538011696,0.6530492177478816,0.5699481865284974,0.5,660,220
86,0.6573817133903503,0.5866666666666667,0.6066115201648334,0.41509433962264153,122,498,0.6550583243370056,0.339036383889132,0.3064066852367688,0.6432748538011696,0.6530769930006364,0.5699481865284974,0.5,660,220
87,0.6575713157653809,0.586,0.6072099506105506,0.4158043273753528,121,500,0.6550083756446838,0.33918673260327764,0.3065187239944521,0.6461988304093568,0.6531350685291237,0.5682210708117443,0.5,658,221
88,0.6571944952011108,0.584,0.6069448231978911,0.41573033707865165,120,504,0.6549673676490784,0.33951708147024595,0.30578512396694213,0.6491228070175439,0.6532663697239645,0.5647668393782384,0.5,654,222
89,0.6582282185554504,0.582,0.6066796957852316,0.41565703634669154,119,508,0.6549584269523621,0.3395135098362392,0.30506155950752395,0.652046783625731,0.6532436445171651,0.5613126079447323,0.5,650,223
90,0.6596611738204956,0.582,0.6066796957852316,0.41565703634669154,119,508,0.654950737953186,0.33943467746078587,0.30506155950752395,0.652046783625731,0.6531981941035663,0.5613126079447323,0.5,650,223
91,0.6573988199234009,0.584,0.6079750325727964,0.4168224299065421,119,505,0.6549314856529236,0.33941854572814056,0.30631868131868134,0.652046783625731,0.6532057691724994,0.5639032815198618,0.5,653,223
92,0.65732342004776,0.582,0.6056494864103263,0.41456582633053224,120,507,0.6549128890037537,0.33960579357007675,0.3045267489711934,0.6491228070175439,0.6532941449767193,0.5621761658031088,0.5,651,222
93,0.6576348543167114,0.5826666666666667,0.6060812653395147,0.4149532710280374,120,506,0.6549216508865356,0.3399659817930118,0.30494505494505497,0.6491228070175439,0.653228494379299,0.5630397236614854,0.5,652,222
94,0.6565097570419312,0.584,0.6069448231978911,0.41573033707865165,120,504,0.6549188494682312,0.34016935162345496,0.30578512396694213,0.6491228070175439,0.653261319678009,0.5647668393782384,0.5,654,222
95,0.6566384434700012,0.5846666666666667,0.6073766021270794,0.416119962511715,120,503,0.6549161076545715,0.340379427729596,0.3062068965517241,0.6491228070175439,0.6531628437818784,0.5656303972366149,0.5,655,222
96,0.6566494703292847,0.586,0.6082401599854559,0.4169014084507042,120,501,0.6548898816108704,0.34068156004645034,0.3070539419087137,0.6491228070175439,0.6532512195860983,0.5673575129533679,0.5,657,222
97,0.656389594078064,0.5873333333333334,0.6091037178438323,0.4176857949200376,120,499,0.6548895239830017,0.34071352914691666,0.3079056865464632,0.6491228070175439,0.6532688947469422,0.5690846286701209,0.5,659,222
98,0.6571827530860901,0.5873333333333334,0.6091037178438323,0.4176857949200376,120,499,0.6548928618431091,0.3408574877792315,0.3079056865464632,0.6491228070175439,0.6531502186669899,0.5690846286701209,0.5,659,222
99,0.6562541723251343,0.5853333333333334,0.6098687998060782,0.4186915887850467,118,504,0.6548965573310852,0.34128616419581104,0.3076923076923077,0.6549707602339181,0.6531350685291235,0.5647668393782384,0.5,654,224
100,0.6565009951591492,0.5833333333333334,0.6096036723934188,0.41860465116279066,117,508,0.654900312423706,0.34150230799898346,0.3069577080491132,0.6578947368421053,0.6533648456200952,0.5613126079447323,0.5,650,225
101,0.6573848724365234,0.5826666666666667,0.6102021028391358,0.41929499072356213,116,510,0.6549233794212341,0.34154867256916255,0.3070652173913043,0.6608187134502924,0.6533875708268946,0.5595854922279793,0.5,648,226
102,0.6565112471580505,0.582,0.6097703239099476,0.41890639481000924,116,511,0.6549425721168518,0.34133721786237375,0.3066485753052917,0.6608187134502924,0.6531805189427224,0.5587219343696027,0.5,647,226
103,0.655932605266571,0.5853333333333334,0.6108990091809836,0.4197761194029851,117,505,0.6549188494682312,0.34168566906472886,0.3082191780821918,0.6578947368421053,0.6530744679776586,0.5639032815198618,0.5,653,225
104,0.6555731892585754,0.5866666666666667,0.6097021482895495,0.4183864915572233,119,501,0.654876708984375,0.34153760129551325,0.3080110497237569,0.652046783625731,0.6529961922653496,0.5673575129533679,0.5,657,223
105,0.6561159491539001,0.586,0.6092703693603612,0.4179943767572634,119,502,0.6548327207565308,0.3417515188578913,0.30758620689655175,0.652046783625731,0.653036592632993,0.5664939550949913,0.5,656,223
106,0.6555398106575012,0.5853333333333334,0.6098687998060782,0.4186915887850467,118,504,0.6547749042510986,0.34154763392754584,0.3076923076923077,0.6549707602339181,0.6531552687129453,0.5647668393782384,0.5,654,224
107,0.6558390855789185,0.5846666666666667,0.60943702087689,0.4183006535947712,118,505,0.6547326445579529,0.34174027492720177,0.30727023319615915,0.6549707602339181,0.6533799957579614,0.5639032815198618,0.5,653,224
108,0.6560778617858887,0.5853333333333334,0.6108990091809836,0.4197761194029851,117,505,0.6546548008918762,0.34202914500455567,0.3082191780821918,0.6578947368421053,0.6534405963094263,0.5639032815198618,0.5,653,225
109,0.657034695148468,0.588,0.6126261248977366,0.4213483146067416,117,501,0.6545752882957458,0.34251492138625145,0.30991735537190085,0.6578947368421053,0.6535188720217353,0.5673575129533679,0.5,657,225
110,0.6534509062767029,0.5873333333333334,0.611164136593643,0.41986879100281166,118,501,0.6544777154922485,0.3425811038550583,0.30896551724137933,0.6549707602339181,0.6535996727570221,0.5673575129533679,0.5,657,224
111,0.6560273766517639,0.5866666666666667,0.6107323576644548,0.4194756554307116,118,502,0.6543731689453125,0.34285984085427756,0.3085399449035813,0.6549707602339181,0.6539708511347452,0.5664939550949913,0.5,656,224
112,0.6548460721969604,0.5873333333333334,0.611164136593643,0.41986879100281166,118,501,0.6542684435844421,0.34342679939677095,0.30896551724137933,0.6549707602339181,0.6541261400478744,0.5673575129533679,0.5,657,224
113,0.6548776626586914,0.5866666666666667,0.6127927764142653,0.42164179104477606,116,504,0.654172956943512,0.3437281522883562,0.3095890410958904,0.6608187134502924,0.6544177802018,0.5647668393782384,0.5,654,226
114,0.6552937030792236,0.586,0.6113307881101718,0.42016806722689076,117,504,0.6540706753730774,0.34483997386241,0.30864197530864196,0.6578947368421053,0.6547460331889019,0.5647668393782384,0.5,654,225
115,0.654416561126709,0.59,0.6139214616853014,0.4225352112676057,117,498,0.6539509296417236,0.3458421248364879,0.3112033195020747,0.6578947368421053,0.6550061105556061,0.5699481865284974,0.5,660,225
116,0.6541262865066528,0.5946666666666667,0.6138532860649032,0.4220532319391635,120,488,0.6538722515106201,0.34569401812733586,0.3126760563380282,0.6491228070175439,0.6551121615206699,0.5785837651122625,0.5,670,222
117,0.6555175185203552,0.5926666666666667,0.6094673211526225,0.4175405147759771,123,488,0.6538029313087463,0.3458407608345187,0.30975954738330974,0.6403508771929824,0.6552964881980425,0.5785837651122625,0.5,670,219
118,0.6556274890899658,0.5873333333333334,0.608073508468927,0.41658812441093307,121,498,0.6537646055221558,0.3452542831223436,0.30737134909596664,0.6461988304093568,0.6552939631750649,0.5699481865284974,0.5,660,221
119,0.653581440448761,0.586,0.6082401599854559,0.4169014084507042,120,501,0.653703510761261,0.345052275736468,0.3070539419087137,0.6491228070175439,0.6555287903119918,0.5673575129533679,0.5,657,222
120,0.6538410782814026,0.586,0.6113307881101718,0.42016806722689076,117,504,0.6536361575126648,0.34512057609731106,0.30864197530864196,0.6578947368421053,0.6556727166217213,0.5647668393782384,0.5,654,225
121,0.6543494462966919,0.5833333333333334,0.6065130442687028,0.4153414405986904,120,505,0.6535545587539673,0.3453392647646386,0.30536451169188444,0.6491228070175439,0.6557686674948742,0.5639032815198618,0.5,653,222
122,0.6528586745262146,0.584,0.6069448231978911,0.41573033707865165,120,504,0.6534222364425659,0.34568743911190064,0.30578512396694213,0.6491228070175439,0.6559567817067136,0.5647668393782384,0.5,654,222
123,0.6554719805717468,0.5846666666666667,0.6073766021270794,0.416119962511715,120,503,0.6533281207084656,0.34580609462150497,0.3062068965517241,0.6491228070175439,0.656109545596865,0.5656303972366149,0.5,655,222
124,0.6539063453674316,0.586,0.6082401599854559,0.4169014084507042,120,501,0.6531863808631897,0.34689364861609717,0.3070539419087137,0.6491228070175439,0.6563115474350816,0.5673575129533679,0.5,657,222
125,0.6542922258377075,0.5873333333333334,0.6101339272187376,0.41877934272300466,119,500,0.65303635597229,0.34765818476785015,0.3084370677731674,0.652046783625731,0.6567963518468017,0.5682210708117443,0.5,658,223
126,0.6542441844940186,0.59,0.6098006241856802,0.4181646168401135,121,494,0.6529247760772705,0.34879865553375283,0.3090909090909091,0.6461988304093568,0.6570968295811492,0.5734024179620034,0.5,664,221
127,0.6539806127548218,0.592,0.6110959609732449,0.41935483870967744,121,491,0.6528015732765198,0.34964872204477776,0.3103932584269663,0.6461988304093568,0.6574452827520731,0.575993091537133,0.5,667,221
128,0.6540564894676208,0.5926666666666667,0.6115277399024331,0.4197530864197531,121,490,0.6527383923530579,0.34950222384273527,0.3108298171589311,0.6461988304093568,0.65743770768314,0.5768566493955095,0.5,668,221
129,0.6526349186897278,0.592,0.6110959609732449,0.41935483870967744,121,491,0.6527410745620728,0.3493565717474322,0.3103932584269663,0.6461988304093568,0.6573846822006081,0.575993091537133,0.5,667,221
130,0.6540142297744751,0.5926666666666667,0.6115277399024331,0.4197530864197531,121,490,0.6528017520904541,0.34944912002819356,0.3108298171589311,0.6461988304093568,0.6572306557989678,0.5768566493955095,0.5,668,221
131,0.6550197601318359,0.5933333333333334,0.6140199375814319,0.42234848484848486,119,491,0.6529026031494141,0.34938574781437753,0.3123249299719888,0.652046783625731,0.6568822026280439,0.575993091537133,0.5,667,223
132,0.6539930105209351,0.5913333333333334,0.6127246007938671,0.421152030217186,119,494,0.6529942154884338,0.3493849400281087,0.3110181311018131,0.652046783625731,0.6566372753992061,0.5734024179620034,0.5,664,223
133,0.653359055519104,0.5953333333333334,0.6132548556191861,0.42135367016205916,121,486,0.6530976295471191,0.34921317551864817,0.3125884016973126,0.6461988304093568,0.6562812471593491,0.5803108808290155,0.5,672,221
134,0.6525407433509827,0.5946666666666667,0.6117928673150925,0.4198473282442748,122,486,0.65314781665802,0.349422804493113,0.311614730878187,0.6432748538011696,0.6562004464240624,0.5803108808290155,0.5,672,220
