epoch,train_loss,val_acc,val_balanced_acc,val_f1,val_fn,val_fp,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,val_specificity,val_threshold,val_tn,val_tp
0,0.707377016544342,0.626,0.5362770051207466,0.3116564417177914,215,346,0.6908133625984192,0.26222638332654047,0.26849894291754756,0.3713450292397661,0.5431425425971377,0.7012089810017271,0.5,812,127
1,0.6948990225791931,0.30533333333333335,0.515059237039057,0.3715319662243667,34,1008,0.6897409558296204,0.2792919325494154,0.23404255319148937,0.9005847953216374,0.5752482097587088,0.12953367875647667,0.5,150,308
2,0.6942769885063171,0.26266666666666666,0.5080295730691149,0.37230419977298523,14,1092,0.6896838545799255,0.2909148440223533,0.23098591549295774,0.9590643274853801,0.5962589259562262,0.05699481865284974,0.5,66,328
3,0.693044900894165,0.2786666666666667,0.5163318486198224,0.3760092272202999,16,1066,0.6876921057701111,0.3009887685234795,0.23419540229885058,0.9532163742690059,0.6118799806078236,0.07944732297063903,0.5,92,326
4,0.6928393840789795,0.34933333333333333,0.5528285307396298,0.39378881987577635,25,951,0.6848922371864319,0.3090689853432995,0.25,0.9269005847953217,0.6220810734377683,0.17875647668393782,0.5,207,317
5,0.6887584924697876,0.438,0.5824394751992243,0.40758959943780737,52,791,0.6823959350585938,0.3149867488740124,0.2682701202590194,0.847953216374269,0.6290589744366674,0.3169257340241796,0.5,367,290
6,0.6863604187965393,0.5186666666666667,0.5842044662606429,0.4003322259136213,101,621,0.6805288791656494,0.31951413084053526,0.27958236658932717,0.7046783625730995,0.6320056762516539,0.4637305699481865,0.5,537,241
7,0.6840378642082214,0.5913333333333334,0.5900599945459504,0.3960591133004926,141,472,0.6790488958358765,0.32171132528684654,0.2986627043090639,0.5877192982456141,0.6334626145097921,0.5924006908462867,0.5,686,201
8,0.6825637221336365,0.6233333333333333,0.5870905675241644,0.38653637350705755,164,401,0.6776340007781982,0.32373664894571064,0.307426597582038,0.52046783625731,0.6340484198406205,0.653713298791019,0.5,757,178
9,0.6815574765205383,0.638,0.5893782383419689,0.38644067796610165,171,372,0.676024317741394,0.32488665107559545,0.3149171270718232,0.5,0.6347276510216243,0.6787564766839378,0.5,786,171
10,0.6800360083580017,0.6386666666666667,0.5929006453958732,0.3910112359550562,168,374,0.6739816665649414,0.3264650837504859,0.3175182481751825,0.5087719298245614,0.6359851124645234,0.6770293609671848,0.5,784,174
11,0.6778390407562256,0.6253333333333333,0.5883859043117292,0.3877995642701525,164,398,0.6714044809341431,0.3270284143942729,0.3090277777777778,0.52046783625731,0.6377728287327414,0.6563039723661486,0.5,760,178
12,0.6767342686653137,0.6046666666666667,0.5925143168802836,0.3967446592065107,147,446,0.6687080264091492,0.328465569319308,0.3042121684867395,0.5701754385964912,0.640042824389702,0.614853195164076,0.5,712,195
13,0.6738548278808594,0.5946666666666667,0.5973699360664182,0.403921568627451,136,472,0.6662214398384094,0.3281299244924468,0.30383480825958703,0.6023391812865497,0.6419365916229838,0.5924006908462867,0.5,686,206
14,0.6710888147354126,0.578,0.6030588128351968,0.41225626740947074,120,513,0.6642692685127258,0.33205510695399976,0.3020408163265306,0.6491228070175439,0.6437495581209789,0.5569948186528497,0.5,645,222
15,0.6692477464675903,0.5713333333333334,0.6028618610429355,0.41278538812785387,116,527,0.6629233360290527,0.33261483198531805,0.300132802124834,0.6608187134502924,0.645120645597875,0.5449050086355786,0.5,631,226
16,0.668833315372467,0.5706666666666667,0.6003696633639366,0.4102564102564103,118,526,0.6618494391441345,0.33304972319722886,0.2986666666666667,0.6549707602339181,0.6464841580058379,0.5457685664939551,0.5,632,224
17,0.6682286262512207,0.5806666666666667,0.6027255098021391,0.411599625818522,122,507,0.6607310771942139,0.33390125185032205,0.30261348005502064,0.6432748538011696,0.6477163692189598,0.5621761658031088,0.5,651,220
18,0.6683139801025391,0.598,0.6067402963366967,0.4139941690962099,129,474,0.6597749590873718,0.33505440235716943,0.31004366812227074,0.6228070175438597,0.6490243311214132,0.5906735751295337,0.5,684,213
19,0.6670026183128357,0.614,0.6088613156379723,0.4145601617795754,137,442,0.6591934561729431,0.3362729749737676,0.3168469860896445,0.5994152046783626,0.6504370814774415,0.6183074265975821,0.5,716,205
20,0.6673524379730225,0.62,0.6096566978759507,0.41478439425051333,140,430,0.6585652232170105,0.33770551034408747,0.31962025316455694,0.5906432748538012,0.6522664606247917,0.6286701208981001,0.5,728,202
21,0.6655470728874207,0.6206666666666667,0.6142093143047602,0.4199796126401631,136,433,0.6576350331306458,0.3377279831686253,0.3223787167449139,0.6023391812865497,0.6537284489288853,0.6260794473229706,0.5,725,206
22,0.6633232235908508,0.6113333333333333,0.6133154561706511,0.4199004975124378,131,452,0.6566622853279114,0.33831062264181483,0.31825037707390647,0.6169590643274854,0.6549328848892524,0.6096718480138169,0.5,706,211
23,0.6628373265266418,0.602,0.6144820167863527,0.4220716360116167,124,473,0.655924916267395,0.3383004971214421,0.3154848046309696,0.6374269005847953,0.6559428940803361,0.5915371329879102,0.5,685,218
24,0.6636447310447693,0.59,0.6118610429354907,0.4203581526861452,119,496,0.655493438243866,0.33856799542838173,0.3101529902642559,0.652046783625731,0.6566928259047157,0.5716753022452504,0.5,662,223
25,0.662206768989563,0.5846666666666667,0.60943702087689,0.4183006535947712,118,505,0.6552219986915588,0.339456009286761,0.30727023319615915,0.6549707602339181,0.6575538587401146,0.5639032815198618,0.5,653,224
